Title,Book,Edition,Page
Bantry Bay Hornpipe,NPS Book 3,1,13
Cahiramee,NPS Book 3,1,13
Charlie Hunter,NPS Book 3,1,14
Gatehead Flower Show,NPS Book 3,1,14
Browney Banks (The),NPS Book 3,1,15
Five Year Hornpipe,NPS Book 3,1,15
Natalie's Fancy,NPS Book 3,1,16
Treviot Brig,NPS Book 3,1,16
Wylam Bridge,NPS Book 3,1,16
James Mason of Westerhope,NPS Book 3,1,17
Tea Clipper,NPS Book 3,1,17
Against the Grain,NPS Book 3,1,18
Billy Mill Hornpipe,NPS Book 3,1,18
Kriden Fair,NPS Book 3,1,19
Moderation Jig (The),NPS Book 3,1,19
North Star (The),NPS Book 3,1,19
Maggie Lauder with variations,NPS Book 3,1,20
Joy of Living (The),NPS Book 3,1,21
Lady's Well (The),NPS Book 3,1,21
Narry the Piper,NPS Book 3,1,22
Northumberland Lady,NPS Book 3,1,22
Pipsqueak Polka,NPS Book 3,1,22
Forty-six Seconder (The),NPS Book 3,1,23
Haight-Ashbury Waltz,NPS Book 3,1,23
Christine Taylor's Jig,NPS Book 3,1,24
Swalwell Lasses,NPS Book 3,1,24
Newcastle Hornpipe (The),NPS Book 3,1,25
Sour Plums in Galashiels,NPS Book 3,1,25
Midnight on the Water,NPS Book 3,1,26
Pig Ankle Rag (The),NPS Book 3,1,26
Farewell,NPS Book 3,1,27
Stockholmslåten,NPS Book 3,1,27
Willafjord,NPS Book 3,1,27
In Dispraise of Whiskey,NPS Book 3,1,28
Mr Ross of Denebank,NPS Book 3,1,28
Warkworth Castle,NPS Book 3,1,28
Dr. MacLeod of Alnwick,NPS Book 3,1,29
Trip to Bolingen (The),NPS Book 3,1,29
Frank Bishop's Farewell,NPS Book 3,1,30
Opening Time,NPS Book 3,1,30
Sunderland Pier,NPS Book 3,1,30
Cheviot Hills,NPS Book 3,1,31
Harlow Hill Lads,NPS Book 3,1,31
Steam Plough (The),NPS Book 3,1,31
Joys of Wedlock (The),NPS Book 3,1,32
Little House under the Hill,NPS Book 3,1,32
Piper's Wife (The),NPS Book 3,1,32
Groves Hornpipe (The),NPS Book 3,1,33
Julie,NPS Book 3,1,34
Scalloway Voe,NPS Book 3,1,34
Andrew's March,NPS Book 3,1,35
Cold Nights of Winter,NPS Book 3,1,35
Marian's Reel,NPS Book 3,1,36
Mrs Elsie Archbold,NPS Book 3,1,36
Barrowburn Reel (The),NPS Book 3,1,37
Seven Stars (The),NPS Book 3,1,37
Anne Winstanley's Lament,NPS Book 3,1,38
London Pipers (The),NPS Book 3,1,38
Foxglove Hornpipe (The),NPS Book 3,1,39
Joe Hutton's March,NPS Book 3,1,39
Rusty Gully,NPS Book 3,1,39
Caddam Woods,NPS Book 3,1,40
Drink the Worts and Spill the Beer,NPS Book 3,1,40
Tombigbee Waltz,NPS Book 3,1,40
Bob and Joan,NPS Book 3,1,41
Leaving of Harbttle Crags (The),NPS Book 3,1,41
"Castle Hornpipe, The",NPS Book 4,1,1
Cliffs of Old Tynemouth,NPS Book 4,1,1
Kielder Bumie,NPS Book 4,1,1
Meeting of the Waters,NPS Book 4,1,1
Bielbie's Hornpipe,NPS Book 4,1,2
Wade Hampton's Hornpipe,NPS Book 4,1,2
Orange and Blue,NPS Book 4,1,3
St. Cuthbert's Day,NPS Book 4,1,3
Tom Hackett's Dream,NPS Book 4,1,3
"Peacock's Air, with variations",NPS Book 4,1,4
Morpeth Pipe Band's Salute to the Chantry,NPS Book 4,1,5
"Duke of Fife's Welcome to Deeside, The",NPS Book 4,1,6
Herr Roloff's Farewell,NPS Book 4,1,6
Miss Forbes Farewell to Banff,NPS Book 4,1,6
"Flowers of Edinburgh, The",NPS Book 4,1,7
Hector the Hero,NPS Book 4,1,7
"Leﬂ—Handed Fiddler, The",NPS Book 4,1,7
"If ye will not have me, ye may let me go",NPS Book 4,1,8
President Garﬁeld's Hornpipe,NPS Book 4,1,8
Tom Dagg's Tune,NPS Book 4,1,8
Babes in the Wood,NPS Book 4,1,9
Off to California,NPS Book 4,1,9
Roslyn Castle,NPS Book 4,1,9
"Herd on the Hill, with variations",NPS Book 4,1,10
In Dispraise of Dunbar,NPS Book 4,1,12
John the Red Nose,NPS Book 4,1,12
Kielder Castle,NPS Book 4,1,12
"Bagpiper's Carol, The",NPS Book 4,1,13
Caller Herrin',NPS Book 4,1,13
Ha' Ye Seen Owt o' ma Bonny Lad?,NPS Book 4,1,14
Wild Rose of the Mountain,NPS Book 4,1,14
"Lasses Pisses Brandy, with variations",NPS Book 4,1,15
Bonny Druridge Bay,NPS Book 4,1,16
Gairsay,NPS Book 4,1,16
Mount Your Baggage,NPS Book 4,1,16
Farewell to Whisky,NPS Book 4,1,17
"Helicopter Jig, The",NPS Book 4,1,17
"Monk's March, The",NPS Book 4,1,17
Dorrington Lads with variations,NPS Book 4,1,18
Weells Me I'm Getten Shott On Her,NPS Book 4,1,19
Ae Fond Kiss,NPS Book 4,1,20
Joanne Schofield,NPS Book 4,1,20
Ned of the Hill,NPS Book 4,1,20
Far Frae Home,NPS Book 4,1,21
Tom Mullen's Welsh Tune,NPS Book 4,1,21
William Turner's Jig,NPS Book 4,1,21
"Headlands, The",NPS Book 4,1,22
"Piper in the Meadow Straying, The",NPS Book 4,1,22
Aly's Waltz,NPS Book 4,1,23
Miss McLeod of Raasay,NPS Book 4,1,23
On the Fiddle,NPS Book 4,1,23
I'll have her awa' in Spite of her Minnie,NPS Book 4,1,24
Jockey to the Fair,NPS Book 4,1,25
"Glencoe March, The",NPS Book 4,1,26
"Tushkar, The",NPS Book 4,1,26
Da Slockit Light,NPS Book 4,1,27
Fiddler's Cramp,NPS Book 4,1,27
"Independent Hornpipe, The",NPS Book 4,1,27
"Eagle's Whistle, The",NPS Book 4,1,28
"Man from Newry, The",NPS Book 4,1,28
Teribus Ye Terioden,NPS Book 4,1,28
"Read House Rant, The",NPS Book 4,1,29
"Rose Tree in Full Bearing, The",NPS Book 4,1,29
"Because He was a Bonny Lad, with variations",NPS Book 4,1,30
Appelbolaten,NPS Book 4,1,31
Da Sweerie Box,NPS Book 4,1,31
"Gilsland Hornpipe, The",NPS Book 4,1,32
"Gypsy's Hornpipe, The",NPS Book 4,1,32
Linnen Hall,NPS Book 4,1,32
"Earl of Crawford, The",NPS Book 4,1,33
Hunter's Hill,NPS Book 4,1,33
Kirk's Hornpipe,NPS Book 4,1,33
"Fairies Hornpipe, The",NPS Book 4,1,34
"Kirkgate Hornpipe, The",NPS Book 4,1,34
"Music o' Spey, The",NPS Book 4,1,34
A M Shinnie,NPS Book 4,1,35
John of Paris,NPS Book 4,1,35
"Lasses o' Dunse, The",NPS Book 4,1,35
"Lass that Made the Bed to Me, The, with variations",NPS Book 4,1,36
Calum's Road,NPS Book 4,1,37
Cave Hill,NPS Book 4,1,37
Memories of Father Angus MacDonnell,NPS Book 4,1,37
Leaving Lerwick Harbour,NPS Book 4,1,38
Michael Turner's Waltz,NPS Book 4,1,38
Open the Door to Three,NPS Book 4,1,38
St. Patrick's Day,NPS Book 4,1,38
Girl with the Blue Dress on,NPS Book 4,1,39
Major Mackie's Jig,NPS Book 4,1,39
"North Shore, The",NPS Book 4,1,39
Will Atkinson's Jig,NPS Book 4,1,39
Mr. Sharp's Quadrille,NPS Book 4,1,40
Galopede,NPS Book 4,1,42
Jemmy's Wallet's Stolen,NPS Book 4,1,42
Peaches and Cream,NPS Book 4,1,42
"Favourite Hornpipe, A",NPS Book 4,1,43
Miss Rowan Davies,NPS Book 4,1,43
Portsmouth,NPS Book 4,1,43
Smith's Favourite Hornpipe,NPS Book 4,1,43
Johnny Cock up yor Beaver,NPS Book 4,1,44
"Sgurr of Eigg, The",NPS Book 4,1,45
"Yellow Walls Hornpipe, The",NPS Book 4,1,45
"Garden House Polka, The",NPS Book 4,1,46
Tow House Polka,NPS Book 4,1,46
"About the Bush, Willy",NPS Book 4,1,47
"Clinch Polka, The",NPS Book 4,1,47
Margaret's Waltz,NPS Book 4,1,47
"My Father's Polka,",NPS Book 4,1,47
Bold Wilkinson,NPS Book 4,1,48
"New Way of Getting Bairns, The",NPS Book 4,1,48
"Jockey's a Ranter, and Jenny's a Tearer",NPS Book 4,1,49
Matt Seattle's Jig,NPS Book 4,1,49
Miss Jean Milligan,NPS Book 4,1,49
Cut the File,NPS Book 4,1,50
"Where hast thou been all the day, waggin' thy hand?",NPS Book 4,1,50
"Gaby O, The",NPS Book 4,1,51
"New Way to Rothbury, The",NPS Book 4,1,51
Thompson's Jig,NPS Book 4,1,51
"Thou Wily Young Rogue, Oh",NPS Book 4,1,51
Goodnight and Joy be with You,NPS Book 4,1,52
Miss Loraine ofKirkharle,NPS Book 4,1,52
She's Sweetest when She's Naked,NPS Book 4,1,52
Frisky,Peacock,1,1
Mile to Ride(A),Peacock,1,1
Welcome to the Town Again,Peacock,1,1
Bonny Lad,Peacock,1,2
Neil Gow's Wife,Peacock,1,2
New Drops of Brandy,Peacock,1,2
Lord Coventry's Minuet,Peacock,1,3
Money Musk,Peacock,1,3
Niel Gow,Peacock,1,3
My Ain Kind Dearie (facsimili),Peacock,1,4
My Ain Kind Dearie,Peacock,1,5
Bonny Bay Mare and I,Peacock,1,6
Over the Border,Peacock,1,6
Jocky stays long at the Fair (facsimili),Peacock,1,7
Over the Border (facsimili),Peacock,1,7
Jocky stays long at the Fair,Peacock,1,8
Charles Street Bath,Peacock,1,9
Farewell,Peacock,1,9
Bonapart's Expedition,Peacock,1,10
Gin a Body meet a Body,Peacock,1,10
Oh say Bonny Lass,Peacock,1,10
General Toast (The),Peacock,1,11
I'm over young to marry yet,Peacock,1,11
Paddy Whack,Peacock,1,11
Sir Charles' Rant,Peacock,1,11
I saw my Love come passing by Me,Peacock,1,12
My Dearie sits ower late up,Peacock,1,13
Meggy's Foot,Peacock,1,14
Cuddy claw'd Her,Peacock,1,15
Cuckold come out of the Amrey,Peacock,1,16
Black and Grey,Peacock,1,17
Gillan na Drover (facsimili),Peacock,1,18
Wigh's Fancy (facsimili),Peacock,1,18
Gillan na Drover,Peacock,1,19
Holme's Fancy,Peacock,1,20
Oyster Wives Rant,Peacock,1,20
Wigh's Fancy,Peacock,1,20
Wylam Away,Peacock,1,21
Felton Lonning,Peacock,1,22
Lochail's March,Peacock,1,23
Parks of Yester (The),Peacock,1,23
Sutters of Selkirk (The),Peacock,1,24
Tulloch Goram,Peacock,1,25
Bonny Pit Lad (facsimili),Peacock,1,26
Buttered Peas (facsimili),Peacock,1,26
Millers Daughter (facsimili),Peacock,1,26
Bonny Pit Lad,Peacock,1,27
Millers Daughter,Peacock,1,27
All the Night l Lay with Jockey,Peacock,1,28
Buttered Peas,Peacock,1,28
Cut and Dry Dolly,Peacock,1,29
Bobby Shaftoe (facsimili),Peacock,1,30
O'er the Dyke (facsimili),Peacock,1,30
Bobby Shaftoe,Peacock,1,31
O'er the Dyke,Peacock,1,32
Peacock followed the Hen (The),Peacock,1,32
Highland Laddie,Peacock,1,33
Newmarket Races,Peacock,1,34
Newmarket Races (facsimili),Peacock,1,35
Jacky Layton (with var),Peacock,1,36
Highland Laddie (with var),Peacock,1,38
Duchess of Northumberland,Yellow Book,1,1
Hey! For Newbiggin,Yellow Book,1,1
Mrs Fenwick,Yellow Book,1,1
Napoleon Crossing the Cheviots,Yellow Book,1,2
Yeavering Bell,Yellow Book,1,2
Katie Elliott's Jig,Yellow Book,1,3
Molly's Caulis,Yellow Book,1,3
"Laird of Cockpen, The",Yellow Book,1,4
Gilsland Hornpipe,Yellow Book,1,5
Kielder Schottische,Yellow Book,1,5
"Lad Wi' the Plaidie, The",Yellow Book,1,5
Beggar Boy,Yellow Book,1,6
Father Fielding's Favourite,Yellow Book,1,6
Kettle Drum,Yellow Book,1,6
Boy of Baliyanich,Yellow Book,1,7
Fanny Power,Yellow Book,1,7
Old Horned Sheep,Yellow Book,1,7
Jubilee Hompipe,Yellow Book,1,8
Jubilee Polka,Yellow Book,1,8
O'er the Hills and Far Away,Yellow Book,1,9
Ulgham Jubilee,Yellow Book,1,9
Clankin' Rail The,Yellow Book,1,10
Colbum Lane,Yellow Book,1,10
Sandgate Corner,Yellow Book,1,10
"Anniversary Jig, The",Yellow Book,1,11
Happy Hours,Yellow Book,1,11
Bonny Tweedside,Yellow Book,1,12
"Lass o' Coquetside, The",Yellow Book,1,12
"Banks of the Tyne, The",Yellow Book,1,13
Swans on the Wansbeck,Yellow Book,1,13
Grimaldi's Hornpipe (I),Yellow Book,1,14
Grimaldi's Hornpipe (II),Yellow Book,1,14
Bung your Eye,Yellow Book,1,15
No Catchee no Havee,Yellow Book,1,15
Seven Stars,Yellow Book,1,15
Trip to Tynemouth,Yellow Book,1,16
"Turnpike Side, The",Yellow Book,1,16
Tynemouth Castle,Yellow Book,1,16
Lovat Scouts,Yellow Book,1,17
"Bottle Bank, The",Yellow Book,1,18
Stephenson's Monument,Yellow Book,1,18
Leasingthome Hornpipe,Yellow Book,1,19
"Stockton Hornpipe, The",Yellow Book,1,19
Shincliffe Lasses,Yellow Book,1,20
Silver Street Lasses,Yellow Book,1,20
Bigg Market Lasses,Yellow Book,1,21
Morpeth Lasses,Yellow Book,1,21
"Randy Wives of Greelaw, The",Yellow Book,1,21
"Lads Of Whickham, The",Yellow Book,1,22
Merry Lads of Gateshead,Yellow Book,1,22
"Rantin' Lads of Whickham, The",Yellow Book,1,22
Peter Bailey's Pig,Yellow Book,1,23
"Pipers Poodle, The",Yellow Book,1,23
XYZ,Yellow Book,1,23
"Brave Lads of Galawater, The",Yellow Book,1,24
Grant Farquharson of Inveravon,Yellow Book,1,25
"Alston Flower Show, The",Yellow Book,1,26
Hornpipe,Yellow Book,1,26
"Bonnie Blue Hen, The",Yellow Book,1,27
Gentle Maiden,Yellow Book,1,27
Mrs Elliot's Reel of Teviot Bank,Yellow Book,1,27
Kelso Accordion And Fiddle Club,Yellow Book,1,28
Miss Linda MacFarlane,Yellow Book,1,28
Nathaniel Gow's Lament for the Death of his Brother,Yellow Book,1,29
"Wounded Hussar, The",Yellow Book,1,29
"Gateshead Hornpipe, The",Yellow Book,1,30
Morpeth Tower Hornpipe,Yellow Book,1,30
"Hayhole Docks Hornpipe, The",Yellow Book,1,31
Walker Street Reel,Yellow Book,1,31
Bellingham Fair,Yellow Book,1,32
"Penicuik Hornpipe, The",Yellow Book,1,32
"Fiddler's Cramp, The",Yellow Book,1,34
Marsden Rock,Yellow Book,1,34
"Cairn on the Hill, The",Yellow Book,1,35
Dundee Hornpipe,Yellow Book,1,35
Memories of Wallington,Yellow Book,1,36
Newbiggin Hornpipe,Yellow Book,1,36
Scots Come Over the Border,Yellow Book,1,36
"Girl I Left Behind Me, The",Yellow Book,1,37
"Fiery Clock Fyece, The",Yellow Book,1,38
"Lattamoor Hornpipe, The",Yellow Book,1,38
Trip to Killingworth,Yellow Book,1,38
My Lodging is on the Cold Cold Ground,Yellow Book,1,39
Stronsay Waltz,Yellow Book,1,39
Blagdon Burn,Yellow Book,1,40
Major Russell Cairns,Yellow Book,1,40
Ravensworth Castle,Yellow Book,1,40
"Boatman's Hornpipe, The",Yellow Book,1,41
"Quayside Shaver, The",Yellow Book,1,41
Skipper's Wedding,Yellow Book,1,41
"Pete Rowley's Hornpipe, The",Yellow Book,1,42
"Running Fitter, The",Yellow Book,1,43
Kielder Castle,Yellow Book,1,44
Liberty for the Sailors,Yellow Book,1,44
"Roman Wall, The",Yellow Book,1,44
